Continent,Species Distribution,Status,Order,FAMILY,Genus,Species,binomial,Unique ID,LogMass,Combined Mass (g),Comments: endangerment,Ref for Mass,IUCN status,Total Length,tail length,Ref for Length,comment,comment,trophic,ref for trophic,habitat mode
Insular,Gambia to Ethiopia_ south to namibia_ Botswana_ Transvaal (South Africa) and Mozambique_ Madagascar_ adjacent small islands_ including Sao Thome,extant,Chiroptera,Rhinolophidae,Hipposideros,commersoni,Hipposideros commersoni,Insular_extant_Gambia to Ethiopia_ south to namibia_ Botswana_ Transvaal (South Africa) and Mozambique_ Madagascar_ adjacent small islands_ including Sao Thome_Hipposideros commersoni,1.996,99.091,,153,,,,,,,ainsect,t1,volant
Insular,South Africa to Sudan and Somalia to Senegal_ mauritius and Renunion islans (Mascarene isls)_ Madagascar_ assumption isl and Aldabra Isl.,extant,Chiroptera,Emballonuridae,Taphozous,mauritianus,Taphozous mauritianus,Insular_extant_South Africa to Sudan and Somalia to Senegal_ mauritius and Renunion islans (Mascarene isls)_ Madagascar_ assumption isl and Aldabra Isl._Taphozous mauritianus,1.437,27.346,,153,,,,,,,ainsect,t1,volant
Insular,Oaxaca to Sonora (Mexico)_ Trees Marias Isls (Mexico),extant,Chiroptera,Vespertilionidae,Rhogeesa,parvula,Rhogeesa parvula,Insular_extant_Oaxaca to Sonora (Mexico)_ Trees Marias Isls (Mexico)_Rhogeesa parvula,0.638,4.35,,153,,,,,,,Ainsect,t2,volant
Insular,india and s china to philippines and lesser sunda isl_ andaman isls (india),extant,Chiroptera,Vespertilionidae,Tylonycteris,pachypus,Tylonycteris pachypus,Insular_extant_india and s china to philippines and lesser sunda isl_ andaman isls (india)_Tylonycteris pachypus,0.554,3.58,,153,,,,,,,Ainsect,same as family,volant
Insular,Sierra Leone to Ethiopia_ south to Tanzania_ Zambia and Angola_ Bioko,extant,Chiroptera,Vespertilionidae,Mimetillus,moloneyi,Mimetillus moloneyi,Insular_extant_Sierra Leone to Ethiopia_ south to Tanzania_ Zambia and Angola_ Bioko_Mimetillus moloneyi,0.944,8.8,,153,,,,,,,ainsect,t1,volant
Insular,Peru_ Brazil_ Guianas and Venezuela to S Sonora and S Tamaulipas (Mexico)_ Cuba_ Jamaica_ Puerto Rico_ Hispaniola_ Trindidad and Tobago_ Margarita Isl (venezuela)_ La Gonave Is (Haiti),extant,Chiroptera,Mormoopidae,Pteronotus,parnellii,Pteronotus parnellii,Insular_extant_Peru_ Brazil_ Guianas and Venezuela to S Sonora and S Tamaulipas (Mexico)_ Cuba_ Jamaica_ Puerto Rico_ Hispaniola_ Trindidad and Tobago_ Margarita Isl (venezuela)_ La Gonave Is (Haiti)_Pteronotus parnellii,1.294,19.671,,153,,,,,,,Ainsect,t2,volant
Insular,Guinea-Bissau to Somalia_ south to Namibia and South Africa_ madagascar,extant,Chiroptera,Vespertilionidae,Eptesicus,somalicus,Eptesicus somalicus,Insular_extant_Guinea-Bissau to Somalia_ south to Namibia and South Africa_ madagascar_Eptesicus somalicus,0.58,3.8,,153,,,,,,,ainsect,t1,volant
Insular,Central Arabia_ Israel_ Sinai_ Egypt to Morocco_ Senegal_ benin_ Somalia and Kenya_ thence south to South Africa in open country_ Zanzibar and Pemba,extant,Chiroptera,Nycteridae,Nycteris,thebaica,Nycteris thebaica,Insular_extant_Central Arabia_ Israel_ Sinai_ Egypt to Morocco_ Senegal_ benin_ Somalia and Kenya_ thence south to South Africa in open country_ Zanzibar and Pemba_Nycteris thebaica,0.992,9.811,,153,,,,,,,ainsect,t1,volant
Insular,Sinaloa (Mexico) to Colombia and Surinam_ Trinidad,extant,Chiroptera,Molossidae,Molossus,sinaloae,Molossus sinaloae,Insular_extant_Sinaloa (Mexico) to Colombia and Surinam_ Trinidad_Molossus sinaloae,1.354,22.575,,153,,,,,,,Ainsect,t3,volant
Insular,NW Peru and N Venezuela to S Baja California_ S Sonora and Nuevo Leon (Mexico)_ Trinidad_ S Lesser antilles,extant,Chiroptera,Mormoopidae,Pteronotus,davyi,Pteronotus davyi,Insular_extant_NW Peru and N Venezuela to S Baja California_ S Sonora and Nuevo Leon (Mexico)_ Trinidad_ S Lesser antilles_Pteronotus davyi,0.964,9.213,,153,,,,,,,Ainsect,t2,volant
Insular,Honduruas to Knasas and Se California,extant,Chiroptera,Vespertilionidae,Myotis,velifer,Myotis velifer,Insular_extant_Honduruas to Knasas and Se California_Myotis velifer,1.004,10.096,,153,,,,,,,Ainsect,t2,volant
Insular,Chile_ Argentina_ Uruguay and Brazil to C Canada_ Jamacia_ Cuba_ Hispaniola_ Puerto Rico_ bermuda_ Bahmas_ Trinidad and Tabago_ Galapagos (Ecuador),extant,Chiroptera,Vespertilionidae,Lasiurus,borealis,Lasiurus borealis,Insular_extant_Chile_ Argentina_ Uruguay and Brazil to C Canada_ Jamacia_ Cuba_ Hispaniola_ Puerto Rico_ bermuda_ Bahmas_ Trinidad and Tabago_ Galapagos (Ecuador)_Lasiurus borealis,1.031,10.738,,153,,,,,,,Ainsect,t3,volant
Insular,Senegal to ethiopia and Somalia_ south to South africa and namibia_ Bioko_ Zanzibar,extant,Chiroptera,Rhinolophidae,Rhinolophus,landeri,Rhinolophus landeri,Insular_extant_Senegal to ethiopia and Somalia_ south to South africa and namibia_ Bioko_ Zanzibar_Rhinolophus landeri,0.947,8.86,,153,,,,,,,ainsect,t1,volant
Insular,Senegal to Ethiopia_ south to nagola_ Zambia_ malawi and Mozambique_ Bioko_ sao Tome and Principe,extant,Chiroptera,Rhinolophidae,Hipposideros,ruber,Hipposideros ruber,Insular_extant_Senegal to Ethiopia_ south to nagola_ Zambia_ malawi and Mozambique_ Bioko_ sao Tome and Principe_Hipposideros ruber,1.005,10.105,,153,,,,,,,ainsect,t1,volant
Insular,E Zaire_ Rwanda_ Kenya_ Tanzania_ Zambia_ Malawi_ Zimbabwe_ Transvaal (South africa)_ Madagascar,extant,Chiroptera,Molossidae,Tadarida,fulminans,Tadarida fulminans,Insular_extant_E Zaire_ Rwanda_ Kenya_ Tanzania_ Zambia_ Malawi_ Zimbabwe_ Transvaal (South africa)_ Madagascar_Tadarida fulminans,1.548,35.28,,153,,,,,,,ainsect,t1,volant
Insular,S California_ Arizonia and S Texas (USA) to argentina_ uruguay and brazil_ trinidad,extant,Chiroptera,Vespertilionidae,Lasiurus,ega,Lasiurus ega,Insular_extant_S California_ Arizonia and S Texas (USA) to argentina_ uruguay and brazil_ trinidad_Lasiurus ega,1.121,13.2,,153,,,,,,,Ainsect,t3,volant
Insular,south africa to ethiopia_ sudan_ niger_ mali and senegal_ madagascar_ pemba and zanzibar,extant,Chiroptera,Vespertilionidae,Pipistrellus,nanus,Pipistrellus nanus,Insular_extant_south africa to ethiopia_ sudan_ niger_ mali and senegal_ madagascar_ pemba and zanzibar_Pipistrellus nanus,0.59,3.886,,153,,,,,,,ainsect,t1,volant
Insular,S Europe and Morocco through the Caucasus and Iran to most of china and japan_ most of indo-malayan region_ new guniea_ solomon isls (including bougainville isl)_ australia_ subsaharan africa_ madagascar_ bismarck arch,extant,Chiroptera,Vespertilionidae,Miniopterus,schreibersi,Miniopterus schreibersi,Insular_extant_S Europe and Morocco through the Caucasus and Iran to most of china and japan_ most of indo-malayan region_ new guniea_ solomon isls (including bougainville isl)_ australia_ subsaharan africa_ madagascar_ bismarck arch_Miniopterus schreibersi,1,10,,122,,,,,,,ainsect,t1,volant
Insular,South Africa to S zaire and Zanzibar,extant,Chiroptera,Rhinolophidae,Rhinolophus,swinnyi,Rhinolophus swinnyi,Insular_extant_South Africa to S zaire and Zanzibar_Rhinolophus swinnyi,0.853,7.125,,153,,,,,,,ainsect,t1,volant
Insular,kenya_ tanzania_ zaire_ congo republic_ madagascar_ sao tome isls_ comoro isls,extant,Chiroptera,Vespertilionidae,Miniopterus,minor,Miniopterus minor,Insular_extant_kenya_ tanzania_ zaire_ congo republic_ madagascar_ sao tome isls_ comoro isls_Miniopterus minor,0.846,7.008,,153,,,,,,,ainsect,t1,volant
Insular,Tamaulipas (Mexico) to Ecuador_ bolivia and NE brazil_ trinidad and tobago,extant,Chiroptera,Vespertilionidae,Rhogeesa,tumida,Rhogeesa tumida,Insular_extant_Tamaulipas (Mexico) to Ecuador_ bolivia and NE brazil_ trinidad and tobago_Rhogeesa tumida,0.648,4.45,,153,,,,,,,Ainsect,t3,volant
Insular,Morocco and Senegal to Thailand_ Sumatra,extant,Chiroptera,Rhinopomatidae,Rhinopoma,microphyllum,Rhinopoma microphyllum,Insular_extant_Morocco and Senegal to Thailand_ Sumatra_Rhinopoma microphyllum,1.445,27.869,,153,,,,,,,ainsect,t1,volant
Insular,Colombia and venezuela to C Chile_ Uruguay and C Argentina_ Hawaii (USA)_ Guatemala and Mexico throughout the USA to S British Columbia_ SE Mackensie_ Hudson Bat and S Quebec (Canada)_ Galapagos_ Bermuda_ acciden,extant,Chiroptera,Vespertilionidae,Lasiurus,cinereus,Lasiurus cinereus,Insular_extant_Colombia and venezuela to C Chile_ Uruguay and C Argentina_ Hawaii (USA)_ Guatemala and Mexico throughout the USA to S British Columbia_ SE Mackensie_ Hudson Bat and S Quebec (Canada)_ Galapagos_ Bermuda_ acciden_Lasiurus cinereus,1.403,25.278,,153,,,,,,,Ainsect,t3,volant
Insular,Guerrero and Yucatan (Mexico) to Peru_ paraguay and s and E Brazil_ Trinidad and Tobago_ margarita Isl (venezuela)_ Aruba Isl (Netherlands Antilles)_ Grenada,extant,Chiroptera,Emballonuridae,Peropteryx,macrotis,Peropteryx macrotis,Insular_extant_Guerrero and Yucatan (Mexico) to Peru_ paraguay and s and E Brazil_ Trinidad and Tobago_ margarita Isl (venezuela)_ Aruba Isl (Netherlands Antilles)_ Grenada_Peropteryx macrotis,0.734,5.422,,153,,,,,,,Ainsect,t2,volant
Insular,N Veracruz (Mexico) to Nebraska_ the great lakes and pennsylvania_ south to florida and the gulf coast (USA) cuba,extant,Chiroptera,Vespertilionidae,Nycticeius,humeralis,Nycticeius humeralis,Insular_extant_N Veracruz (Mexico) to Nebraska_ the great lakes and pennsylvania_ south to florida and the gulf coast (USA) cuba_Nycticeius humeralis,0.954,8.989,,153,,,,,,,Ainsect,t2,volant
Insular,Costa Rica to Peru and E brazil_ Trinidad,extant,Chiroptera,Furipteridae,Furipterus,horrens,Furipterus horrens,Insular_extant_Costa Rica to Peru and E brazil_ Trinidad_Furipterus horrens,0.502,3.177,,153,,,,,,,Ainsect,t3,volant
Insular,Pakistan to Arabia_ sinai peninsula (NE egypt) and Israel_ Egypt to Morocco_ Senegal_ Chad_ Sudan and S Somalia_ Socotra (Yemen)_ perhaps Zanzibar,extant,Chiroptera,Rhinolophidae,Asellia,tridens,Asellia tridens,Insular_extant_Pakistan to Arabia_ sinai peninsula (NE egypt) and Israel_ Egypt to Morocco_ Senegal_ Chad_ Sudan and S Somalia_ Socotra (Yemen)_ perhaps Zanzibar_Asellia tridens,1.077,11.93,,153,,,,,,,ainsect,t1,volant
Insular,Colombia_ Venezuela (including Margarita Isl),extant,Chiroptera,Vespertilionidae,Rhogeesa,minutilla,Rhogeesa minutilla,Insular_extant_Colombia_ Venezuela (including Margarita Isl)_Rhogeesa minutilla,0.562,3.65,,153,,,,,,,Ainsect,t3,volant
Insular,W Europe through S Asiatic Russia to Himalayas_ Thailand and China_ north to Korea_ Taiwan_ S England_ N Africa_ most islands in Mediterranean_ perhaps Subsaharan Africa,extant,Chiroptera,Vespertilionidae,Eptesicus,serotinus,Eptesicus serotinus,Insular_extant_W Europe through S Asiatic Russia to Himalayas_ Thailand and China_ north to Korea_ Taiwan_ S England_ N Africa_ most islands in Mediterranean_ perhaps Subsaharan Africa_Eptesicus serotinus,1.359,22.858,,153,,,,,,,ainsect,t1,volant
Insular,Senegal to uganda_ SW Sudan_ N zaire and Gabon_ Bioko,extant,Chiroptera,Rhinolophidae,Rhinolophus,alcyone,Rhinolophus alcyone,Insular_extant_Senegal to uganda_ SW Sudan_ N zaire and Gabon_ Bioko_Rhinolophus alcyone,1.273,18.75,,153,,,,,,,ainsect,t1,volant
Insular,Tamaulipas (Mexico) to N Argentina and E Brazil_ Trinidad_ Margarita Isl (Venezuela),extant,Chiroptera,Phyllostomidae,Diaemus,youngi,Diaemus youngi,Insular_extant_Tamaulipas (Mexico) to N Argentina and E Brazil_ Trinidad_ Margarita Isl (Venezuela)_Diaemus youngi,1.566,36.833,,261,,,,,,,Carn,t3,volant
Insular,Uruguay_ N Argentia and N Chile to sonora_ Nuevo Leon and Tamaulipas (Mexico)_ Margarita Isl (Venezuela)_ Trinidad,extant,Chiroptera,Phyllostomidae,Desmodus,rotundus,Desmodus rotundus,Insular_extant_Uruguay_ N Argentia and N Chile to sonora_ Nuevo Leon and Tamaulipas (Mexico)_ Margarita Isl (Venezuela)_ Trinidad_Desmodus rotundus,1.435,27.2,,261,,,,,,,Carn,t3,volant
Insular,Veracruz (Mexico) to Ecuador and Peru_ N and SW Brazil and Guinanas_ Trinidad_ perhaps Jamaica,extant,Chiroptera,Phyllostomidae,Vampyrum,spectrum,Vampyrum spectrum,Insular_extant_Veracruz (Mexico) to Ecuador and Peru_ N and SW Brazil and Guinanas_ Trinidad_ perhaps Jamaica_Vampyrum spectrum,2.215,164.2,,261,,,,,,,Carn,t2,volant
Insular,Hida_go (mexico) to S brazil_ Bolivia and Peru_ Trinidad and Tobago,extant,Chiroptera,Phyllostomidae,Chiroderma,villosum,Chiroderma villosum,Insular_extant_Hida_go (mexico) to S brazil_ Bolivia and Peru_ Trinidad and Tobago_Chiroderma villosum,1.364,23.12,,153,,,,,,,Frug,t2,volant
Insular,Venezuela to Tamaulipas and Sinaloa (Mexico)_ Trinidad and Tabago,extant,Chiroptera,Phyllostomidae,Centurio,senex,Centurio senex,Insular_extant_Venezuela to Tamaulipas and Sinaloa (Mexico)_ Trinidad and Tabago_Centurio senex,1.322,21,,261,,,,,,,Frug,t2,volant
Insular,Oaxaca (Mexico) to Peru_ Bolivia and N Brazil_ Trindad and Tobago,extant,Chiroptera,Phyllostomidae,Vampyrodes,caraccioli,Vampyrodes caraccioli,Insular_extant_Oaxaca (Mexico) to Peru_ Bolivia and N Brazil_ Trindad and Tobago_Vampyrodes caraccioli,1.54,34.7,,153,,,,,,,Frug,t2,volant
Insular,Veracruz and Oaxaca (Mexico) to Peru_ Bolivia and Brazil_ Trinidad,extant,Chiroptera,Phyllostomidae,Uroderma,bilobatum,Uroderma bilobatum,Insular_extant_Veracruz and Oaxaca (Mexico) to Peru_ Bolivia and Brazil_ Trinidad_Uroderma bilobatum,1.228,16.9,,261,,,,,,,Frug,t2,volant
Insular,Lesser Antilles_ sonora and Tamaulipas (Mexico) to N Argentina_ uruguay and E Brazil_ Trindad and Tobago_ perhaps Jamaica,extant,Chiroptera,Phyllostomidae,Sturnira,lilium,Sturnira lilium,Insular_extant_Lesser Antilles_ sonora and Tamaulipas (Mexico) to N Argentina_ uruguay and E Brazil_ Trindad and Tobago_ perhaps Jamaica_Sturnira lilium,1.281,19.1,,153,,,,,,,Frug,t2,volant
Insular,Costa Rica to peru_ Bolivia and Amazonia Brazil_ Trinidad,extant,Chiroptera,Phyllostomidae,Mesophylla,macconnelli,Mesophylla macconnelli,Insular_extant_Costa Rica to peru_ Bolivia and Amazonia Brazil_ Trinidad_Mesophylla macconnelli,0.84,6.92,,153,,,,,,,Frug ,t3,volant
Insular,Senegal to Ethiopia to South Africa_ SW Arabia_ islands in the Guinea Gulf and off E Africa,extant,Chiroptera,Pteropodidae,Eidolon,helvum,Eidolon helvum,Insular_extant_Senegal to Ethiopia to South Africa_ SW Arabia_ islands in the Guinea Gulf and off E Africa_Eidolon helvum,2.404,253.315,,153,,,,,,,frug ,t1,volant
Insular,S Mexico to Bolivia and S brazil_ Trinidad and Tobago_ grenada (Lesser Antilles),extant,Chiroptera,Phyllostomidae,Artibeus,glaucus,Artibeus glaucus,Insular_extant_S Mexico to Bolivia and S brazil_ Trinidad and Tobago_ grenada (Lesser Antilles)_Artibeus glaucus,1.044,11.06,,153,,,,,,,Frug ,same as NA,volant
Insular,Senegal to egypt_ Cyrups and Turkey_ sout to South Africa_ Pakistan to Yemen_ adjacent small islands,extant,Chiroptera,Pteropodidae,Rousettus,aegyptiacus,Rousettus aegyptiacus,Insular_extant_Senegal to egypt_ Cyrups and Turkey_ sout to South Africa_ Pakistan to Yemen_ adjacent small islands_Rousettus aegyptiacus,2.121,132.24,,153,,,,,,,frug ,t1,volant
Insular,Cameroon to Somalia_ south to Angola and South Africa_ Pemba and Zanzibar isls,extant,Chiroptera,Pteropodidae,Epomophorus,wahlbergi,Epomophorus wahlbergi,Insular_extant_Cameroon to Somalia_ south to Angola and South Africa_ Pemba and Zanzibar isls_Epomophorus wahlbergi,1.962,91.584,,153,,,,,,,frug ,t1,volant
Insular,Oaxaca_ veracruz and Yucatan Peninsula (Mexico) to Peru_ Bolivia_ Paraguay_ SE Brazil and Guianas_ Trinidad and Tobago_ Grenada (lesser Antilles)_ perhaps Jamaica_ N Lesser Antilles,extant,Chiroptera,Phyllostomidae,Carollia,perspicillata,Carollia perspicillata,Insular_extant_Oaxaca_ veracruz and Yucatan Peninsula (Mexico) to Peru_ Bolivia_ Paraguay_ SE Brazil and Guianas_ Trinidad and Tobago_ Grenada (lesser Antilles)_ perhaps Jamaica_ N Lesser Antilles_Carollia perspicillata,1.21,16.225,,261,,,,,,,Frug ,t3,volant
Insular,Sierra leone to W Kenya_ south to Zambia and Angola_ Bioko,extant,Chiroptera,Pteropodidae,Hypsignathus,monstrosus,Hypsignathus monstrosus,Insular_extant_Sierra leone to W Kenya_ south to Zambia and Angola_ Bioko_Hypsignathus monstrosus,2.525,335.083,,153,,,,,,,frug ,t1,volant
Insular,Sinaloa and Tamaulipas (Mexico) to s Brazil_ N argentina and Bolivia_ Trinidad and Tobago_ s lesser Antilles_ Tres Marias Isls,extant,Chiroptera,Phyllostomidae,Artibeus,lituratus,Artibeus lituratus,Insular_extant_Sinaloa and Tamaulipas (Mexico) to s Brazil_ N argentina and Bolivia_ Trinidad and Tobago_ s lesser Antilles_ Tres Marias Isls_Artibeus lituratus,1.785,60.95,,261,,,,,,,Frug ,same as SA,volant
Insular,Sierra Leone to Uganada_ south to nagola and Zambia_ Bioko,extant,Chiroptera,Pteropodidae,Myonycteris,torquata,Myonycteris torquata,Insular_extant_Sierra Leone to Uganada_ south to nagola and Zambia_ Bioko_Myonycteris torquata,1.626,42.225,,153,,,,,,,frug ,t1,volant
Insular,Sinaloa and Tamaulipas (Mexico) to Ecuador and Venezuela_ Trinidad and Tobago_ Greater and Lasser Antilles_ Amazonian Brazil (only if obscurus r planirostris is included in this species). Perhaps Florida keys as well,extant,Chiroptera,Phyllostomidae,Artibeus,jamaicensis,Artibeus jamaicensis,Insular_extant_Sinaloa and Tamaulipas (Mexico) to Ecuador and Venezuela_ Trinidad and Tobago_ Greater and Lasser Antilles_ Amazonian Brazil (only if obscurus r planirostris is included in this species). Perhaps Florida keys as well_Artibeus jamaicensis,1.625,42.174,,153,,,,,,,Frug ,same as NA,volant
Insular,Amazonian Brazil_ Guianas_ Panama_ Venezuela_ Trinidad_ Bonaire Isl (Netherlands Antilles),extant,Chiroptera,Phyllostomidae,Ametrida,centurio,Ametrida centurio,Insular_extant_Amazonian Brazil_ Guianas_ Panama_ Venezuela_ Trinidad_ Bonaire Isl (Netherlands Antilles)_Ametrida centurio,1.014,10.325,,153,,,,,,,Frug ,same as SA,volant
Insular,Curacao_ Bonaire and Aruba (Netherlands Antilles)_ NE Colombia_ N Venezuela (inc. Margarita Isl)_ El Salvador to Arizona and New Mexico (USA),extant,Chiroptera,Phyllostomidae,Leptonycteris,curasoae,Leptonycteris curasoae,Insular_extant_Curacao_ Bonaire and Aruba (Netherlands Antilles)_ NE Colombia_ N Venezuela (inc. Margarita Isl)_ El Salvador to Arizona and New Mexico (USA)_Leptonycteris curasoae,1.37,23.42,,153,,,,,,,Frug ,t3,volant
Insular,Liberia to uganada_ S Zaire and N Angola_ Bioko,extant,Chiroptera,Pteropodidae,Megaloglossus,woermanni,Megaloglossus woermanni,Insular_extant_Liberia to uganada_ S Zaire and N Angola_ Bioko_Megaloglossus woermanni,1.195,15.657,,153,,,,,,,frug ,t1,volant
Insular,Trinidad_ Peru_ Guianas_ Amazonia Brazil,extant,Chiroptera,Phyllostomidae,Choeroniscus,intermedius,Choeroniscus intermedius,Insular_extant_Trinidad_ Peru_ Guianas_ Amazonia Brazil_Choeroniscus intermedius,0.766,5.833,,153,,,,,,,Frug ,t3,volant
Insular,panama to Amazonia Brazil_ Bolivia and Peru_ Trindad,extant,Chiroptera,Phyllostomidae,Chiroderma,trinitatum,Chiroderma trinitatum,Insular_extant_panama to Amazonia Brazil_ Bolivia and Peru_ Trindad_Chiroderma trinitatum,1.136,13.675,,153,,,,,,,Frug ,t3,volant
Insular,Liberia to Congo Republic and E Zaire_ Bioko,extant,Chiroptera,Pteropodidae,Scotonycteris,zenkeri,Scotonycteris zenkeri,Insular_extant_Liberia to Congo Republic and E Zaire_ Bioko_Scotonycteris zenkeri,1.319,20.825,,153,,,,,,,frug ,t1,volant
Insular,Tamaulipas_ Sonora and Tres Marias Isls (Mexico) to Guianas_ SE Brazil_ N Argentina and Peru_ Margarita Isl (Venezuela)_ Trinidad_ Grenada (Lesser Antilles)_ Jamaica_ perhaps Bahama Isls,extant,Chiroptera,Phyllostomidae,Glossophaga,soricina,Glossophaga soricina,Insular_extant_Tamaulipas_ Sonora and Tres Marias Isls (Mexico) to Guianas_ SE Brazil_ N Argentina and Peru_ Margarita Isl (Venezuela)_ Trinidad_ Grenada (Lesser Antilles)_ Jamaica_ perhaps Bahama Isls_Glossophaga soricina,0.915,8.225,,261,,,,,,,Frug/ginsect,t2,volant
Insular,Peru_ Bolivia_ SE Brazil_ French Guiana and Ecuador to Tamaulipas and Sinaloa (Mexico)_ Trinidad_ Grenada (Lesser Antilles),extant,Chiroptera,Phyllostomidae,Anoura,geoffroyi,Anoura geoffroyi,Insular_extant_Peru_ Bolivia_ SE Brazil_ French Guiana and Ecuador to Tamaulipas and Sinaloa (Mexico)_ Trinidad_ Grenada (Lesser Antilles)_Anoura geoffroyi,1.16,14.45,,261,,,,,,,Frug/ginsect,same as SA,volant
Insular,N Ecuador_ Colombia_ Venezuela (Including Margarita Isl)_ N Brazil_ Guyana_ Trindad and Tobago_ Grenada_ St Vincent_ Curacao_ Bonaire and Aruba (Lesser Antilles),extant,Chiroptera,Phyllostomidae,Glossophaga,longirostris,Glossophaga longirostris,Insular_extant_N Ecuador_ Colombia_ Venezuela (Including Margarita Isl)_ N Brazil_ Guyana_ Trindad and Tobago_ Grenada_ St Vincent_ Curacao_ Bonaire and Aruba (Lesser Antilles)_Glossophaga longirostris,1.059,11.45,,261,,,,,,,Frug/ginsect,t3,volant
Insular,Ethiopia_ Somalia_ kenya_ Uganda_ E Sudan_ Tanzania_ Zanzibar,extant,Chiroptera,Megadermatidae,Cardioderma,cor,Cardioderma cor,Insular_extant_Ethiopia_ Somalia_ kenya_ Uganda_ E Sudan_ Tanzania_ Zanzibar_Cardioderma cor,1.445,27.843,,153,,,,,,,ginsect,t1,volant
Insular,Tres Marias Isls_ Jalisco_ Veracruz and Chiapas (mexico)_ Belize_ Honduras_ Coasta Rica,extant,Chiroptera,Vespertilionidae,Antrozous,dubiaquercus,Antrozous dubiaquercus,Insular_extant_Tres Marias Isls_ Jalisco_ Veracruz and Chiapas (mexico)_ Belize_ Honduras_ Coasta Rica_Antrozous dubiaquercus,1.36,22.925,,153_ 259,,,,,,,Ginsect,same as NA,volant
Insular,Surinam_ Venezula_ Columbia_ Trinidad and Tobago_ Curacoa and Bonaire (Netherlands Antilles),extant,Chiroptera,Natalidae,Natalus,tumidirostris,Natalus tumidirostris,Insular_extant_Surinam_ Venezula_ Columbia_ Trinidad and Tobago_ Curacoa and Bonaire (Netherlands Antilles)_Natalus tumidirostris,0.806,6.4,,261,,,,,,,Ginsect ,t3,volant
Insular,Honduras to Guianas_ E Brazil_ Paraguay_ N Argentina and Peru_ Trinidad and Tabago_ Margarita Isl (Venezuela)_ Bolivia,extant,Chiroptera,Phyllostomidae,Phyllostomus,hastatus,Phyllostomus hastatus,Insular_extant_Honduras to Guianas_ E Brazil_ Paraguay_ N Argentina and Peru_ Trinidad and Tabago_ Margarita Isl (Venezuela)_ Bolivia_Phyllostomus hastatus,1.885,76.675,,261,,,,,,,ginsect/carn,t3,volant
Insular,Senegal to Somalia_ south to Zambia and Malawi_ Zanzibar,extant,Chiroptera,Megadermatidae,Lavia,frons,Lavia frons,Insular_extant_Senegal to Somalia_ south to Zambia and Malawi_ Zanzibar_Lavia frons,1.379,23.933,,153,,,,,,,ginsect/carn,t1,volant
Insular,Tamaulipas and Jalisco (Mexico) to Peru_ Bolivia and Brazil_ Trinidad and Tobago_ margarita Isl (Venezuela)_ Grenada,extant,Chiroptera,Phyllostomidae,Micronycteris,megalotis,Micronycteris megalotis,Insular_extant_Tamaulipas and Jalisco (Mexico) to Peru_ Bolivia and Brazil_ Trinidad and Tobago_ margarita Isl (Venezuela)_ Grenada_Micronycteris megalotis,0.754,5.675,,261,,,,,,,ginsect/frug ,t2,volant
Insular,Nicaragua to S Brazil_ Peru_ Guianas_ trinidad_ Boliva,extant,Chiroptera,Phyllostomidae,Micronycteris,minuta,Micronycteris minuta,Insular_extant_Nicaragua to S Brazil_ Peru_ Guianas_ trinidad_ Boliva_Micronycteris minuta,0.813,6.5,,153,,,,,,,ginsect/frug ,t3,volant
Insular,Chiapas and Campeche (Mexico) to Guianas_ E Brazil_ Bolivia_ Ecuador and E Peru_ Trindad,extant,Chiroptera,Phyllostomidae,Mimon,crenulatum,Mimon crenulatum,Insular_extant_Chiapas and Campeche (Mexico) to Guianas_ E Brazil_ Bolivia_ Ecuador and E Peru_ Trindad_Mimon crenulatum,1.138,13.75,,153,,,,,,,ginsect/frug ,t2,volant
Insular,Honduras to French Guiana_ Trinidad_ Amazonian Brazil_ Peru and Ecuador,extant,Chiroptera,Phyllostomidae,Micronycteris,hirsuta,Micronycteris hirsuta,Insular_extant_Honduras to French Guiana_ Trinidad_ Amazonian Brazil_ Peru and Ecuador_Micronycteris hirsuta,1.049,11.2,,261,,,,,,,ginsect/frug ,t3,volant
Insular,Peru and SE Brazil to Nayarit and Veracruz (Mexico)_ Trinidad,extant,Chiroptera,Phyllostomidae,Micronycteris,sylvestris,Micronycteris sylvestris,Insular_extant_Peru and SE Brazil to Nayarit and Veracruz (Mexico)_ Trinidad_Micronycteris sylvestris,0.944,8.8,,153,,,,,,,ginsect/frug ,t3,volant
Insular,Belize to N Colombia_ Venezuela_ Guianas_ Amazonian Brazil and Peru_ Trinidad,extant,Chiroptera,Phyllostomidae,Micronycteris,nicefori,Micronycteris nicefori,Insular_extant_Belize to N Colombia_ Venezuela_ Guianas_ Amazonian Brazil and Peru_ Trinidad_Micronycteris nicefori,0.915,8.225,,153,,,,,,,ginsect/frug ,t3,volant
Insular,Oaxaca (Mexico) to French Guiana and Brazil_ Trindad,extant,Chiroptera,Phyllostomidae,Micronycteris,brachyotis,Micronycteris brachyotis,Insular_extant_Oaxaca (Mexico) to French Guiana and Brazil_ Trindad_Micronycteris brachyotis,1.079,12,,261,,,,,,,ginsect/frug ,t2,volant
Insular,Oaxaca (Mexico) to Guianas_ SE Brazil_ Bolivia and Ecuador_ Trinidad,extant,Chiroptera,Phyllostomidae,Trachops,cirrhosus,Trachops cirrhosus,Insular_extant_Oaxaca (Mexico) to Guianas_ SE Brazil_ Bolivia and Ecuador_ Trinidad_Trachops cirrhosus,1.576,37.667,,153,,,,,,,invert,t2,volant
