Continent,Species Distribution,Status,Order,FAMILY,Genus,Species,binomial,Unique ID,LogMass,Combined Mass (g),Comments: endangerment,Ref for Mass,IUCN status,Total Length,tail length,Ref for Length,comment,comment,trophic,ref for trophic,habitat mode
AUS,,extinct,Diprotodontia,Diprotodonidae,Diprotodon,optatum,Diprotodon optatum,AUS_extinct_Diprotodon optatum,6.176,1500000,,6_ 13_ 16,,,,,,,Browse,http://www.parks.sa.gov.au/naracoorte/wonambi/fauna_list/index.htm,terr
AUS,,extant,Diprotodontia,Macropodidae,Setonix,brachyurus,Setonix brachyurus,AUS_extant_Setonix brachyurus,3.512,3250,habitat loss_ invasive predators,59,VU,,,,,,Browse,t4,terr
AUS,,extinct,Diprotodontia,Macropodidae,Troposodon,minor,Troposodon minor,AUS_extinct_Troposodon minor,4.602,40000,,11_ 16,,,,,,,Browse,prideaux 2004,terr
AUS,,extinct,Diprotodontia,Diprotodonidae,Euryzygoma,dunese,Euryzygoma dunese,AUS_extinct_Euryzygoma dunese,5.699,500000,,16,,,,,,,Browse,same as family,terr
AUS,,extant,Diprotodontia,Potoroidae,Bettongia,penicillata,Bettongia penicillata,AUS_extant_Bettongia penicillata,3.114,1300,habitat loss_ invasive predators,59,LR,,,,,,Browse,t4,terr
AUS,,extinct,Diprotodontia,Macropodidae,Sthenurus,oreas,Sthenurus oreas,AUS_extinct_Sthenurus oreas,5,100000,,11_ 16,,,,,,,Browse,prideaux 2004,terr
AUS,,extinct,Diprotodontia,Macropodidae,Simosthenurus,brownei,Simosthenurus brownei,AUS_extinct_Simosthenurus brownei,4.699,50000,,11_ 16,,,,,,,Browse,prideaux 2004,terr
AUS,,extant,Rodentia,Muridae,Rattus,colletti,Rattus colletti,AUS_extant_Rattus colletti,1.785,61,,59,,,,,,,Browse,t4,terr
AUS,,extinct,Diprotodontia,Macropodidae,Simosthenurus,gilli,Simosthenurus gilli,AUS_extinct_Simosthenurus gilli,4.477,30000,,13_ 16,,,,,,,Browse,prideaux 2004,terr
AUS,,extinct,Diprotodontia,Macropodidae,Simosthenurus,orientalis,Simosthenurus orientalis,AUS_extinct_Simosthenurus orientalis,4.875,75000,,11_ 16,,,,,,,Browse,prideaux 2004,terr
AUS,,extant,Rodentia,Muridae,Pseudomys,occidentalis,Pseudomys occidentalis,AUS_extant_Pseudomys occidentalis,1.531,34,,59,EN,,,,,,Browse,t4,terr
AUS,,extinct,Diprotodontia,Macropodidae,Procoptodon,rapha,Procoptodon rapha,AUS_extinct_Procoptodon rapha,5.176,150000,,13_ 16,,,,,,,Browse,prideaux 2004,terr
AUS,,extinct,Diprotodontia,Macropodidae,Sthenurus,andersoni,Sthenurus andersoni,AUS_extinct_Sthenurus andersoni,4.699,50000,,11_ 16,,,,,,,Browse,prideaux 2004,terr
AUS,,extinct,Diprotodontia,Potoroidae,N.gen,spp,N.gen spp,AUS_extinct_N.gen spp,3.699,5000,,16,,,,,,,Browse,same as family,terr
AUS,,extinct,Diprotodontia,Macropodidae,Sthenurus,tindalei,Sthenurus tindalei,AUS_extinct_Sthenurus tindalei,5,100000,,11_ 16,,,,,,,Browse,prideaux 2004,terr
AUS,,extinct,Diprotodontia,Macropodidae,Protemnodon,brehus,Protemnodon brehus,AUS_extinct_Protemnodon brehus,5,100000,,11_ 16,,,,,,,Browse,helgen 2006,terr
AUS,,extinct,Diprotodontia,Diprotodonidae,Euowenia,grata,Euowenia grata,AUS_extinct_Euowenia grata,5.875,750000,,13_ 14_ 16,,,,,,,Browse,same as family,terr
AUS,,extinct,Diprotodontia,Macropodidae,Simosthenurus,pales,Simosthenurus pales,AUS_extinct_Simosthenurus pales,5.176,150000,,11_ 16,,,,,,,Browse,prideaux 2004,terr
AUS,,extinct,Diprotodontia,Macropodidae,Protemnodon,anak,Protemnodon anak,AUS_extinct_Protemnodon anak,5,100000,,13_ 16,,,,,,,Browse,helgen 2006,terr
AUS,,historical,Rodentia,Muridae,Leporillus,apicalis,Leporillus apicalis,AUS_historical_Leporillus apicalis,2.176,150,competition with cattle and sheep,3,EX,,,,,,Browse,t4,terr
AUS,,historical,Diprotodontia,Potoroidae,Potorous,platyops,Potorous platyops,AUS_historical_Potorous platyops,2.699,500,cats_ habitat alteration,3_ 21,EX,,,,,,Browse,t4,terr
AUS,,extant,Diprotodontia,Macropodidae,Wallabia,bicolor,Wallabia bicolor,AUS_extant_Wallabia bicolor,4.176,15000,,59,,,,,,,Browse,t4,terr
AUS,,extinct,Diprotodontia,Potoroidae,Propleopus,oscillans,Propleopus oscillans,AUS_extinct_Propleopus oscillans,4.602,40000,,16,,,,,,,Browse,same as family,terr
AUS,,extinct,Diprotodontia,Macropodidae,Sthenurus,stirlingi,Sthenurus stirlingi,AUS_extinct_Sthenurus stirlingi,5.176,150000,,16,,,,,,,Browse,prideaux 2004,terr
AUS,,extant,Rodentia,Muridae,Rattus,tunneyi,Rattus tunneyi,AUS_extant_Rattus tunneyi,2.093,124,,59,LR,,,,,,Browse,t4,terr
AUS,,extinct,Diprotodontia,Macropodidae,Sthenurus,atlas,Sthenurus atlas,AUS_extinct_Sthenurus atlas,5.176,150000,,11_ 16,,,,,,,Browse,prideaux 2004,terr
AUS,,extinct,Diprotodontia,Diprotodonidae,Palorchestes,parvus,Palorchestes parvus,AUS_extinct_Palorchestes parvus,5,100000,,13_ 16,,,,,,,Browse,http://www.parks.sa.gov.au/naracoorte/wonambi/fauna_list/index.htm,terr
AUS,,extinct,Diprotodontia,Macropodidae,Procoptodon,goliah,Procoptodon goliah,AUS_extinct_Procoptodon goliah,5.398,250000,,13_ 16,,,,,,,Browse,prideaux 2004,terr
AUS,,extinct,Diprotodontia,Diprotodonidae,Zygomaturus,trilobus,Zygomaturus trilobus,AUS_extinct_Zygomaturus trilobus,5.875,750000,,13_ 16,,,,,,,Browse,http://www.parks.sa.gov.au/naracoorte/wonambi/fauna_list/index.htm,terr
AUS,,extinct,Diprotodontia,Macropodidae,Procoptodon,texasensis,Procoptodon texasensis,AUS_extinct_Procoptodon texasensis,5.176,150000,,13_ 16,,,,,,,Browse,prideaux 2004,terr
AUS,,extant,Rodentia,Muridae,Pseudomys,desertor,Pseudomys desertor,AUS_extant_Pseudomys desertor,1.398,25,,59,LR,,,,,,Browse,t4,terr
AUS,,extant,Diprotodontia,Potoroidae,Potorous,longipes,Potorous longipes,AUS_extant_Potorous longipes,3.279,1900,habitat loss_ restricted range,59,EN,,,,,,Browse,t4,terr
AUS,,extinct,Diprotodontia,Macropodidae,Procoptodon,pusio,Procoptodon pusio,AUS_extinct_Procoptodon pusio,4.875,75000,,13_ 16,,,,,,,Browse,prideaux 2004,terr
AUS,,extinct,Diprotodontia,Macropodidae,Simosthenurus,maddocki,Simosthenurus maddocki,AUS_extinct_Simosthenurus maddocki,4.699,50000,,11_ 16,,,,,,,Browse,prideaux 2004,terr
AUS,,extant,Rodentia,Muridae,Leporillus,conditor,Leporillus conditor,AUS_extant_Leporillus conditor,2.544,350,unknown,59,EN,,,,,,Browse,t4,terr
AUS,,extant,Diprotodontia,Macropodidae,Onychogalea,unguifera,Onychogalea unguifera,AUS_extant_Onychogalea unguifera,3.823,6650,,59,,,,,,,Browse,t4,terr
AUS,,extinct,Diprotodontia,Diprotodonidae,Palorchestes,azeal,Palorchestes azeal,AUS_extinct_Palorchestes azeal,5.699,500000,,1_ 16,,,,,,,Browse,http://www.parks.sa.gov.au/naracoorte/wonambi/fauna_list/index.htm,terr
AUS,,extinct,Diprotodontia,Macropodidae,Protemnodon,roechus,Protemnodon roechus,AUS_extinct_Protemnodon roechus,4.954,90000,,11_ 16,,,,,,,Browse,helgen 2006,terr
AUS,,extant,Diprotodontia,Potoroidae,Potorous,tridactylus,Potorous tridactylus,AUS_extant_Potorous tridactylus,3.041,1100,habitat loss_ invasive predators,59,CR,,,,,,Browse,t4,terr
AUS,,extinct,Diprotodontia,Macropodidae,Simosthenurus,occidentalis,Simosthenurus occidentalis,AUS_extinct_Simosthenurus occidentalis,4.699,50000,,13_ 16,,,,,,,Browse,prideaux 2004,terr
AUS,,extinct,Diprotodontia,Diprotodonidae,Nototherium,mitchelli,Nototherium mitchelli,AUS_extinct_Nototherium mitchelli,5.699,500000,,11_ 16,,,,,,,Browse,same as family,terr
AUS,,extinct,Diprotodontia,Diprotodonidae,Diprotodon,minor,Diprotodon minor,AUS_extinct_Diprotodon minor,5.954,900000,,13_ 16,,,,,,,Browse,http://www.parks.sa.gov.au/naracoorte/wonambi/fauna_list/index.htm,terr
AUS,,extant,Diprotodontia,Potoroidae,Aepyprymnus,rufescens,Aepyprymnus rufescens,AUS_extant_Aepyprymnus rufescens,3.512,3250,,59,,,,,,,Browse,same as family,terr
AUS,,extant,Rodentia,Muridae,Melomys,burtoni,Melomys burtoni,AUS_extant_Melomys burtoni,1.836,68.5,,59,,,,,,,Browse/frug,t4,terr
AUS,,extant,Diprotodontia,Potoroidae,Bettongia,lesueur,Bettongia lesueur,AUS_extant_Bettongia lesueur,3.176,1500,persecution_ habitat loss_ invasive spp. (competitors and preditors),59,VU,,,,,,Browse/frug,t4,terr
AUS,,extant,Rodentia,Muridae,Zyzomys,argurus,Zyzomys argurus,AUS_extant_Zyzomys argurus,1.556,36,,59,,,,,,,Browse/frug,t4,terr
AUS,,extant,Diprotodontia,Potoroidae,Bettongia,gaimardi,Bettongia gaimardi,AUS_extant_Bettongia gaimardi,3.22,1660,unknown,59,LR,,,,,,Browse/frug,t4,terr
AUS,,historical,Rodentia,Muridae,Conilurus,albipes,Conilurus albipes,AUS_historical_Conilurus albipes,2.301,200,disease_ intro of cats_ habitat alteration,3,EX,,,,,,Browse/frug,t4,terr
AUS,,extant,Rodentia,Muridae,Rattus,lutreolus,Rattus lutreolus,AUS_extant_Rattus lutreolus,2.025,106,,59,,,,,,,Browse/frug,t4,terr
AUS,,extant,Rodentia,Muridae,Conilurus,penicillatus,Conilurus penicillatus,AUS_extant_Conilurus penicillatus,2.186,153.5,,59,,,,,,,Browse/frug,t4,terr
AUS,,extant,Rodentia,Muridae,Melomys,rubicola,Melomys rubicola,AUS_extant_Melomys rubicola,2,100,,59,CR,,,,,,Browse/frug,t4,terr
AUS,,extant,Diprotodontia,Potoroidae,Hypsiprymnodon,moschatus,Hypsiprymnodon moschatus,AUS_extant_Hypsiprymnodon moschatus,2.716,520,,59,,,,,,,Browse/frug,t4,terr
AUS,,extant,Rodentia,Muridae,Melomys,capensis,Melomys capensis,AUS_extant_Melomys capensis,1.845,70,,59,,,,,,,Browse/frug,t4,terr
AUS,,extant,Rodentia,Muridae,Melomys,cervinipes,Melomys cervinipes,AUS_extant_Melomys cervinipes,1.892,78,,59,,,,,,,Browse/frug,t4,terr
AUS,,extant,Rodentia,Muridae,Pogonomys,macrourus,Pogonomys macrourus,AUS_extant_Pogonomys macrourus,1.799,63,,59,,,,,,,Browse/frug,t4,terr
AUS,,extant,Rodentia,Muridae,Rattus,sordidus,Rattus sordidus,AUS_extant_Rattus sordidus,2.197,157.5,,59,LR,,,,,,Browse/frug/ginsect,t4,terr
AUS,,extant,Rodentia,Muridae,Pseudomys,higginsi,Pseudomys higginsi,AUS_extant_Pseudomys higginsi,1.826,67,,59,,,,,,,Browse/frug/ginsect,t4,terr
AUS,,extant,Rodentia,Muridae,Pseudomys,albocinereus,Pseudomys albocinereus,AUS_extant_Pseudomys albocinereus,1.484,30.5,,59,,,,,,,browse/ginsect,t4,terr
AUS,,historical,Peramelemorphia,Peramelidae,Chaeropus,ecaudatus,Chaeropus ecaudatus,AUS_historical_Chaeropus ecaudatus,2.301,200,intro of exotics_ habitat alteration,3_ 19,EX,,,,,,browse/ginsect,t4,terr
AUS,,extant,Diprotodontia,Macropodidae,Thylogale,stigmatica,Thylogale stigmatica,AUS_extant_Thylogale stigmatica,3.663,4600,,59,,,,,,,Browse/graze,t4,terr
AUS,,extant,Diprotodontia,Macropodidae,Lagorchestes,conspicillatus,Lagorchestes conspicillatus,AUS_extant_Lagorchestes conspicillatus,3.484,3050,,59,LR,,,,,,Browse/graze,t4,terr
AUS,,extant,Diprotodontia,Macropodidae,Lagostrophus,fasciatus,Lagostrophus fasciatus,AUS_extant_Lagostrophus fasciatus,3.23,1700,unknown,59,VU,,,,,,Browse/graze,t4,terr
AUS,,extant,Carnivora,Canidae,Canis,lupus,Canis lupus,AUS_extant_Canis lupus,4.225,16800,,59,,,,,,,Carn,same as NA,terr
AUS,,extinct,Dasyuromorphia,Dasyuridae,Sarcophilus,laniarius,Sarcophilus laniarius,AUS_extinct_Sarcophilus laniarius,4.079,12000,,13_ 14,,,,,,,Carn,same as genus,terr
AUS,,historical,Dasyuromorphia,Dasyuridae,Sarcophilus,harrisii,Sarcophilus harrisii,AUS_historical_Sarcophilus harrisii,4,10000,spread of dingo_ increasing aridity,13_ 15_ 59,,,,,,,Carn,t4,terr
AUS,,extinct,Peramelemorphia,Thylacoleonidae,Thylacoleo,carnifex,Thylacoleo carnifex,AUS_extinct_Thylacoleo carnifex,5.061,115000,,13_ 16_ 22,,,,,,,Carn,t4,terr
AUS,,historical,Dasyuromorphia,Thylacinidae,Thylacinus,cynocephalus,Thylacinus cynocephalus,AUS_historical_Thylacinus cynocephalus,4.477,30000,hunting,1_ 3,EX,,,,,,Carn,t4,terr
AUS,,extant,Dasyuromorphia,Dasyuridae,Dasyurus,maculatus,Dasyurus maculatus,AUS_extant_Dasyurus maculatus,3.74,5500,persecution_ habitat loss_ accidental mortality,59,VU,,,,,,carn/ginsect,t4,terr
AUS,,extant,Dasyuromorphia,Dasyuridae,Dasyurus,geoffroii,Dasyurus geoffroii,AUS_extant_Dasyurus geoffroii,3.041,1100,hunting_ habitat loss_ invasive competitors_ invasive predators_ persecution_ changes in food base,59,VU,,,,,,carn/ginsect,t4,terr
AUS,,extant,Rodentia,Muridae,Pseudomys,shortridgei,Pseudomys shortridgei,AUS_extant_Pseudomys shortridgei,1.845,70,,59,LR,,,,,,Frug,t4,terr
AUS,,extant,Rodentia,Muridae,Uromys,caudimaculatus,Uromys caudimaculatus,AUS_extant_Uromys caudimaculatus,2.81,646,,59,,,,,,,Frug,t4,terr
AUS,,extant,Rodentia,Muridae,Zyzomys,pedunculatus,Zyzomys pedunculatus,AUS_extant_Zyzomys pedunculatus,2,100,GUESS,59,CR,,,,,,Frug,t4,terr
AUS,,extant,Diprotodontia,Tarsipedidae,Tarsipes,rostratus,Tarsipes rostratus,AUS_extant_Tarsipes rostratus,0.954,9,,59,,,,,,,Frug,t4,terr
AUS,,extant,Rodentia,Muridae,Pseudomys,chapmani,Pseudomys chapmani,AUS_extant_Pseudomys chapmani,1.079,12,,59,,,,,,,Frug,t4,terr
AUS,,extant,Rodentia,Muridae,Leggadina,lakedownensis,Leggadina lakedownensis,AUS_extant_Leggadina lakedownensis,1.243,17.5,restricted range,59,LR,,,,,,Frug,t4,terr
AUS,,extant,Rodentia,Muridae,Pseudomys,oralis,Pseudomys oralis,AUS_extant_Pseudomys oralis,1.978,95,,59,EN,,,,,,Frug,t4,terr
AUS,,extant,Rodentia,Muridae,Pseudomys,delicatulus,Pseudomys delicatulus,AUS_extant_Pseudomys delicatulus,1.041,11,,59,LR,,,,,,Frug,t4,terr
AUS,,extant,Rodentia,Muridae,Pseudomys,bolami,Pseudomys bolami,AUS_extant_Pseudomys bolami,1.19,15.5,,59,,,,,,,Frug,t4,terr
AUS,,extant,Rodentia,Muridae,Zyzomys,maini,Zyzomys maini,AUS_extant_Zyzomys maini,1.973,94,,59,,,,,,,Frug,t4,terr
AUS,,historical,Diprotodontia,Potoroidae,Caloprymnus,campestris,Caloprymnus campestris,AUS_historical_Caloprymnus campestris,2.954,900,hunting_ habitat alteration_ invasion of predators,3_ 20,EX,,,,,,Frug,t4,terr
AUS,,extant,Rodentia,Muridae,Mesembriomys,gouldii,Mesembriomys gouldii,AUS_extant_Mesembriomys gouldii,2.855,716.5,,59,LR,,,,,,Frug,t4,terr
AUS,,extant,Rodentia,Muridae,Pseudomys,pilligaensis,Pseudomys pilligaensis,AUS_extant_Pseudomys pilligaensis,1.041,11,,59,VU,,,,,,Frug,t4,terr
AUS,Western Australia,extant,Rodentia,Muridae,Pseudomys,praeconis,Pseudomys praeconis,AUS_extant_Pseudomys praeconis,1.653,45,,60,VU,,,,,,Frug,same as congeners,terr
AUS,,extant,Rodentia,Muridae,Zyzomys,palatilis,Zyzomys palatilis,AUS_extant_Zyzomys palatilis,2.09,123,,59,CR,,,,,,Frug,t4,terr
AUS,,extant,Rodentia,Muridae,Pseudomys,fuscus,Pseudomys fuscus,AUS_extant_Pseudomys fuscus,2.086,122,,59,,,,,,,Frug,same as congeners,terr
AUS,,extant,Rodentia,Muridae,Zyzomys,woodwardi,Zyzomys woodwardi,AUS_extant_Zyzomys woodwardi,2.134,136,,59,,,,,,,Frug,t4,terr
AUS,,historical,Rodentia,Muridae,Pseudomys,fieldi,Pseudomys fieldi,AUS_historical_Pseudomys fieldi,1.653,45,not been seen since 1895_ probably extinct,59,CR,,,,,,Frug,t4,terr
AUS,,historical,Rodentia,Muridae,Pseudomys,gouldii,Pseudomys gouldii,AUS_historical_Pseudomys gouldii,1.699,50,disease_ cats_ competion with rats_ habitat alteration,3,EX,,,,,,Frug,t4,terr
AUS,,extant,Rodentia,Muridae,Pseudomys,australis,Pseudomys australis,AUS_extant_Pseudomys australis,1.813,65,,59,VU,,,,,,Frug,t4,terr
AUS,,extant,Rodentia,Muridae,Pseudomys,apodemoides,Pseudomys apodemoides,AUS_extant_Pseudomys apodemoides,1.301,20,,59,,,,,,,Frug,t4,terr
AUS,,historical,Rodentia,Muridae,Pseudomys,spp1,Pseudomys spp1,AUS_historical_Pseudomys spp1,1.699,50,habitat alteration by sheep,4_ 59,,,,,,,Frug,t4,terr
AUS,,extant,Rodentia,Muridae,Pseudomys,johnsoni,Pseudomys johnsoni,AUS_extant_Pseudomys johnsoni,1.079,12,,59,LR,,,,,,Frug/browse,t4,terr
AUS,,historical,Rodentia,Muridae,Notomys,amplus,Notomys amplus,AUS_historical_Notomys amplus,1.954,90,unknown_ rapidly extinct after europeans came in_ introduction of exotics predators,3_ 59,EX,,,,,,Frug/browse,t4,terr
AUS,,extant,Rodentia,Muridae,Pseudomys,gracilicaudatus,Pseudomys gracilicaudatus,AUS_extant_Pseudomys gracilicaudatus,1.874,74.75,,59,,,,,,,Frug/browse,t4,terr
AUS,,extant,Rodentia,Muridae,Pseudomys,fumeus,Pseudomys fumeus,AUS_extant_Pseudomys fumeus,1.845,70,,59,VU,,,,,,Frug/browse,t4,terr
AUS,,extant,Rodentia,Muridae,Rattus,exulans,Rattus exulans,AUS_extant_Rattus exulans,1.602,40,,59,,,,,,,Frug/browse,t4,terr
AUS,,historical,Rodentia,Muridae,Notomys,spp1,Notomys spp1,AUS_historical_Notomys spp1,2.699,500,exact cause unknown,4_ 59,,,,,,,Frug/browse,t4,terr
AUS,,extant,Rodentia,Muridae,Notomys,mitchellii,Notomys mitchellii,AUS_extant_Notomys mitchellii,1.716,52,,59,,,,,,,Frug/browse,t4,terr
AUS,,extant,Rodentia,Muridae,Notomys,fuscus,Notomys fuscus,AUS_extant_Notomys fuscus,1.544,35,,59,VU,,,,,,Frug/browse,t4,terr
AUS,,extant,Rodentia,Muridae,Rattus,villosissimus,Rattus villosissimus,AUS_extant_Rattus villosissimus,2.127,134,,59,,,,,,,Frug/browse,t4,terr
AUS,,extant,Rodentia,Muridae,Notomys,cervinus,Notomys cervinus,AUS_extant_Notomys cervinus,1.544,35,,59,LR,,,,,,Frug/browse,t4,terr
AUS,,extant,Rodentia,Muridae,Notomys,alexis,Notomys alexis,AUS_extant_Notomys alexis,1.544,35,,59,,,,,,,Frug/browse,t4,terr
AUS,,historical,Rodentia,Muridae,Notomys,mordax,Notomys mordax,AUS_historical_Notomys mordax,1.954,90,introducted predators_ IUCN redlist,4,EX,,,,,,Frug/browse,t4,terr
AUS,,historical,Rodentia,Muridae,Notomys,macrotis,Notomys macrotis,AUS_historical_Notomys macrotis,1.954,90,habitat alteration_ introduction of exotic predators,3,EX,,,,,,Frug/browse,same as congeners,terr
AUS,,historical,Rodentia,Muridae,Notomys,longicaudatus,Notomys longicaudatus,AUS_historical_Notomys longicaudatus,2,100,unknown_ extinct by 1901_ introduction of exotic predators,59,EX,,,,,,Frug/browse,t4,terr
AUS,,extant,Rodentia,Muridae,Notomys,aquilo,Notomys aquilo,AUS_extant_Notomys aquilo,1.591,39,,59,LR,,,,,,Frug/browse,t4,terr
AUS,,extant,Rodentia,Muridae,Pseudomys,laborifex,Pseudomys laborifex,AUS_extant_Pseudomys laborifex,1.079,12,,59,,,,,,,Frug/browse,t4,terr
AUS,,extant,Rodentia,Muridae,Pseudomys,hermannsburgensis,Pseudomys hermannsburgensis,AUS_extant_Pseudomys hermannsburgensis,1.079,12,,59,,,,,,,frug/browse/ginsect,t4,terr
AUS,,historical,Peramelemorphia,Peramelidae,Macrotis,leucura,Macrotis leucura,AUS_historical_Macrotis leucura,2.549,354,trapping for pelt_ introducted predators_ competition from rabbits,3_ 18,EX,,,,,,frug/carn,t4,terr
AUS,,extant,Rodentia,Muridae,Pseudomys,novaehollandiae,Pseudomys novaehollandiae,AUS_extant_Pseudomys novaehollandiae,1.301,20,,59,,,,,,,Frug/ginsect,t4,terr
AUS,,extant,Rodentia,Muridae,Uromys,hadrourus,Uromys hadrourus,AUS_extant_Uromys hadrourus,2.288,194,,59,LR,,,,,,Frug/ginsect,t4,terr
AUS,,extant,Rodentia,Muridae,Mesembriomys,macrurus,Mesembriomys macrurus,AUS_extant_Mesembriomys macrurus,2.427,267,,59,VU,,,,,,Frug/ginsect,t4,terr
AUS,,extant,Rodentia,Muridae,Leggadina,forresti,Leggadina forresti,AUS_extant_Leggadina forresti,1.301,20,unknown,59,LR,,,,,,frug/ginsect/browse,t4,terr
AUS,,extant,Dasyuromorphia,Dasyuridae,Ningaui,timealeyi,Ningaui timealeyi,AUS_extant_Ningaui timealeyi,0.756,5.7,,59,,,,,,,Ginsect,t4,terr
AUS,,extant,Dasyuromorphia,Dasyuridae,Planigale,ingrami,Planigale ingrami,AUS_extant_Planigale ingrami,0.628,4.25,,59,,,,,,,Ginsect,t4,terr
AUS,,extant,Peramelemorphia,Peramelidae,Perameles,bougainville,Perameles bougainville,AUS_extant_Perameles bougainville,2.354,226,habitat loss_ invasive predators,59,EN,,,,,,Ginsect,t4,terr
AUS,,extant,Dasyuromorphia,Dasyuridae,Sminthopsis,murina,Sminthopsis murina,AUS_extant_Sminthopsis murina,1.23,17,,59,,,,,,,Ginsect,t4,terr
AUS,,extant,Dasyuromorphia,Dasyuridae,Pseudantechinus,macdonnellensis,Pseudantechinus macdonnellensis,AUS_extant_Pseudantechinus macdonnellensis,1.512,32.5,habitat loss_ fire,59,VU,,,,,,Ginsect,t4,terr
AUS,,extant,Dasyuromorphia,Dasyuridae,Antechinus,bellus,Antechinus bellus,AUS_extant_Antechinus bellus,1.648,44.5,,59,,,,,,,Ginsect,t4,terr
AUS,,extant,Dasyuromorphia,Dasyuridae,Sminthopsis,psammophila,Sminthopsis psammophila,AUS_extant_Sminthopsis psammophila,1.525,33.5,habitat loss_ invasive predators,59,EN,,,,,,Ginsect,t4,terr
AUS,,extant,Dasyuromorphia,Dasyuridae,Sminthopsis,hirtipes,Sminthopsis hirtipes,AUS_extant_Sminthopsis hirtipes,1.176,15,,59,,,,,,,Ginsect,t4,terr
AUS,,extant,Dasyuromorphia,Dasyuridae,Sminthopsis,dolichura,Sminthopsis dolichura,AUS_extant_Sminthopsis dolichura,1.134,13.6,,59,,,,,,,Ginsect,t4,terr
AUS,,extant,Dasyuromorphia,Dasyuridae,Antechinus,stuartii,Antechinus stuartii,AUS_extant_Antechinus stuartii,1.439,27.5,,59,,,,,,,Ginsect,t4,terr
AUS,,extant,Dasyuromorphia,Dasyuridae,Sminthopsis,ooldea,Sminthopsis ooldea,AUS_extant_Sminthopsis ooldea,1.041,11,,59,,,,,,,Ginsect,t4,terr
AUS,,extant,Dasyuromorphia,Dasyuridae,Sminthopsis,douglasi,Sminthopsis douglasi,AUS_extant_Sminthopsis douglasi,1.74,55,invasive predators_ land use practices,59,EN,,,,,,Ginsect,t4,terr
AUS,,historical,Peramelemorphia,Peramelidae,Perameles,eremiana,Perameles eremiana,AUS_historical_Perameles eremiana,2.699,500,habitat alteration_ introduction of exotics,4,EX,,,,,,Ginsect,t4,terr
AUS,,extant,Dasyuromorphia,Dasyuridae,Sminthopsis,archeri,Sminthopsis archeri,AUS_extant_Sminthopsis archeri,1.204,16,,59,DD,,,,,,Ginsect,t4,terr
AUS,,extinct,Monotremata,Tachyglossidae,Zaglossus,hacketti,Zaglossus hacketti,AUS_extinct_Zaglossus hacketti,4.477,30000,,13_ 16,,,,,,,Ginsect,echidna family,terr
AUS,,extant,Dasyuromorphia,Myrmecobiidae,Myrmecobius,fasciatus,Myrmecobius fasciatus,AUS_extant_Myrmecobius fasciatus,2.673,471.5,habitat loss_ invasive predators,59,VU,,,,,,Ginsect,t4,terr
AUS,,extant,Dasyuromorphia,Dasyuridae,Ningaui,yvonnae,Ningaui yvonnae,AUS_extant_Ningaui yvonnae,0.845,7,,59,,,,,,,Ginsect,t4,terr
AUS,,extant,Dasyuromorphia,Dasyuridae,Sminthopsis,gilberti,Sminthopsis gilberti,AUS_extant_Sminthopsis gilberti,1.29,19.5,,59,,,,,,,Ginsect,t4,terr
AUS,,extant,Dasyuromorphia,Dasyuridae,Sminthopsis,aitkeni,Sminthopsis aitkeni,AUS_extant_Sminthopsis aitkeni,1.352,22.5,low densities_ restricted range,59,EN,,,,,,Ginsect,t4,terr
AUS,,extant,Dasyuromorphia,Dasyuridae,Sminthopsis,macroura,Sminthopsis macroura,AUS_extant_Sminthopsis macroura,1.301,20,,59,,,,,,,Ginsect,t4,terr
AUS,,extant,Dasyuromorphia,Dasyuridae,Sminthopsis,butleri,Sminthopsis butleri,AUS_extant_Sminthopsis butleri,1.398,25,GUESS_ unknown,59,VU,,,,,,Ginsect,t4,terr
AUS,,extant,Dasyuromorphia,Dasyuridae,Sminthopsis,virginiae,Sminthopsis virginiae,AUS_extant_Sminthopsis virginiae,1.547,35.25,,59,,,,,,,Ginsect,t4,terr
AUS,,extant,Dasyuromorphia,Dasyuridae,Sminthopsis,youngsoni,Sminthopsis youngsoni,AUS_extant_Sminthopsis youngsoni,1.004,10.1,,59,,,,,,,Ginsect,t4,terr
AUS,,extant,Dasyuromorphia,Dasyuridae,Antechinus,swainsonii,Antechinus swainsonii,AUS_extant_Antechinus swainsonii,1.724,53,,59,,,,,,,Ginsect,t4,terr
AUS,,extant,Dasyuromorphia,Dasyuridae,Planigale,tenuirostris,Planigale tenuirostris,AUS_extant_Planigale tenuirostris,0.782,6.05,,59,,,,,,,Ginsect,t4,terr
AUS,,extant,Dasyuromorphia,Dasyuridae,Sminthopsis,longicaudata,Sminthopsis longicaudata,AUS_extant_Sminthopsis longicaudata,1.255,18,,59,,,,,,,Ginsect,t4,terr
